group,skill,assignment_number,participant_id_1,participant_id_2,feedback_1,feedback_2,sim
17-20,Code Elegance,253.0,18,20,"The 'StartingClass' is not necessary, it complicates the code. There are some methods that are common between multiple species - instead of being defined in the superclass, they are defined in each subclass. This also applies to the methods. The 'Organism' class is abstract even though it does not define any abstract method.","Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. some not useful classes.",0.44637692
17-20,Code Elegance,253.0,19,20,No comment supplied,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. some not useful classes.",0.04361713
17-20,Code Elegance,430.0,17,18,No need to separate sex into it's own class this should be handled within the animal class itself. Otherwise the implementation is reasonable.,"The 'Predator' class, even though it is defined as abstract, ti does contain some methods that are not abstract. There are some characteristics of an animal that should be shared in the superclass, but they are defines in each subclass. This is applied to some methods as well.",0.45114088
17-20,Code Elegance,430.0,17,19,No need to separate sex into it's own class this should be handled within the animal class itself. Otherwise the implementation is reasonable.,No comment supplied,0.011893589
17-20,Code Elegance,430.0,17,20,No need to separate sex into it's own class this should be handled within the animal class itself. Otherwise the implementation is reasonable.,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. No need for sex class.",0.58347964
17-20,Code Elegance,430.0,18,19,"The 'Predator' class, even though it is defined as abstract, ti does contain some methods that are not abstract. There are some characteristics of an animal that should be shared in the superclass, but they are defines in each subclass. This is applied to some methods as well.",No comment supplied,-0.023930581
17-20,Code Elegance,430.0,18,20,"The 'Predator' class, even though it is defined as abstract, ti does contain some methods that are not abstract. There are some characteristics of an animal that should be shared in the superclass, but they are defines in each subclass. This is applied to some methods as well.","Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. No need for sex class.",0.4158175
17-20,Code Elegance,430.0,19,20,No comment supplied,"Lots of repeated code, could have implemented the act functions in the animal class, same goes for giveBirth and findFood. Some functions are very long and should break them down. No need for sex class.",0.055065684
17-20,Code Elegance,103.0,17,18,Appropriate approaches taken for the implementation of the tasks.,There are some constructors that are empty - this is not considered good practice.,-0.028350424
17-20,Code Elegance,103.0,17,19,Appropriate approaches taken for the implementation of the tasks.,No comment supplied,0.03419611
17-20,Code Elegance,103.0,17,20,Appropriate approaches taken for the implementation of the tasks.,"Good code reusability, some functions are very long; should break them down. ",0.15798587
17-20,Code Elegance,103.0,18,19,There are some constructors that are empty - this is not considered good practice.,No comment supplied,0.17113522
17-20,Code Elegance,103.0,18,20,There are some constructors that are empty - this is not considered good practice.,"Good code reusability, some functions are very long; should break them down. ",0.24541435
17-20,Code Elegance,103.0,19,20,No comment supplied,"Good code reusability, some functions are very long; should break them down. ",0.051477805
17-20,Code Elegance,652.0,17,18,Appropriate approaches taken for the implementation of the tasks.,"There are many variables defines inside the subclass rather than the superclass, even though many subclasses share the same characteristics. The 'Prey' class presents only a constructor - this is not considered good practice.",0.0013599768
